Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PENDLE,322764.09,331432.63,337949.73,343674.88,350347.88,358486.86,368306.28,379925.91,389439.82,399328.89,409500.67,419944.24,434174.96,444931.97,455619.23,466158.63,476256.18,486827.13,496001.86,504537.05,512464.27,526893.57,542496.37,547352.61,552063.1,559999.16,563156.02,567850.06
PRESTON,575273.79,595925.79,607688.24,621596.17,660171.61,676047.06,694568.51,716294.33,736145.58,755495.89,775640.99,796387.68,817622.04,839263.3,862542.8,891282.54,911486.72,931456.02,949876.25,966923.97,990199.01,1004063.25,1015713.69,1025401.32,1033810.84,1040988.09,1047036.55,1051819.9
RIBBLE VALLEY,224867.72,231546.54,236088.56,240557.69,248776.82,254596.23,261530.38,269709.58,276677.0,283743.91,291042.63,298540.82,307899.88,315651.44,323590.66,332202.61,339426.27,346882.77,353483.38,359610.82,366307.04,374846.33,383687.46,387167.39,390420.81,395058.66,397282.21,400082.61
RICHMONDSHIRE,283.74,291.93,298.9,312.76,327.6,336.37,346.89,359.09,368.92,379.26,390.09,401.45,413.96,426.18,439.05,450.91,462.41,473.93,485.86,499.96,508.48,522.26,531.86,537.46,548.75,557.76,561.32,564.17
ROCHDALE,760713.56,787966.7,806486.97,824173.52,843369.86,865989.08,893161.04,925260.48,952674.1,981318.47,1010997.3,1041789.48,1073463.23,1105976.54,1138447.6,1170170.44,1203816.36,1234068.89,1262301.46,1288671.41,1313061.95,1335569.34,1353593.76,1369325.65,1383382.69,1395823.25,1406777.01,1416023.1
ROSSENDALE,308310.04,316754.53,323026.45,328558.67,335029.63,342896.97,352392.49,363629.63,372851.77,382442.65,392314.93,402461.49,416047.03,426519.79,436930.31,447191.69,457119.75,467374.4,476321.32,484647.47,492379.01,505931.05,520432.37,525182.33,529760.21,537209.18,540310.25,544757.61
SALFORD,947353.94,971275.05,993082.78,1047229.85,1097413.63,1124218.88,1153088.95,1186888.65,1217205.45,1249308.8,1282684.79,1317442.58,1355496.94,1392660.11,1429537.97,1465752.43,1500927.76,1536343.86,1568903.81,1599244.96,1627140.86,1652617.23,1683122.23,1701278.45,1745760.21,1759416.95,1771209.16,1781506.89
SEFTON,9.94,10.18,10.37,10.52,10.71,10.93,11.2,11.53,11.82,12.14,12.47,12.81,13.16,13.52,13.87,14.22,14.55,14.97,15.28,15.56,15.82,16.05,16.24,16.4,16.53,16.65,16.74,16.81
SOUTH LAKELAND,599486.1,616802.39,631518.27,660805.46,692153.22,710701.1,732919.95,758696.75,779458.6,801312.98,824201.34,848201.52,874618.82,900452.31,927634.49,952693.46,976988.67,1001330.76,1026530.12,1056335.36,1074335.45,1103436.84,1123729.28,1135559.16,1159411.4,1178443.49,1185975.94,1192001.99
SOUTH RIBBLE,454387.41,470068.25,481462.25,491819.24,514116.83,528157.21,544068.76,562015.89,577561.09,593073.96,609121.8,625676.27,642593.7,659976.65,677890.68,697952.72,713970.17,730640.85,745309.59,758904.19,774799.61,786091.52,796420.84,804475.0,812534.41,820737.89,825731.39,829755.53
ST HELENS,219989.3,224784.59,229983.47,237995.94,245696.96,253215.51,259668.94,267464.61,275216.71,283461.18,292051.12,301099.47,310463.9,320115.94,329848.65,339480.14,348905.94,358658.7,367457.33,375675.6,383260.44,390174.66,395778.24,400560.75,404728.27,408304.1,411343.77,413836.14
STAFFORDSHIRE MOORLANDS,23.81,24.24,24.74,25.32,26.09,26.99,28.07,29.34,30.29,31.26,32.24,33.23,34.21,35.35,38.74,39.66,40.54,41.41,42.22,42.97,43.67,44.32,44.82,45.92,46.32,46.67,46.99,47.26
STOCKPORT,1185466.03,1239728.8,1290864.91,1346091.64,1404645.41,1454686.29,1505412.29,1562535.91,1602506.28,1644251.67,1680419.9,1717113.54,1754391.68,1795497.3,1832425.27,1868430.21,1902629.27,1940917.99,1973766.05,2003138.32,2030024.5,2054632.0,2085225.5,2102449.37,2117923.76,2131691.91,2148313.15,2167092.64
TAMESIDE,1004640.96,1044129.72,1071598.71,1095773.95,1123888.62,1155734.39,1192575.42,1242407.88,1276363.48,1311430.66,1347956.27,1384384.16,1421878.88,1459287.03,1496206.4,1531976.41,1566433.32,1600486.59,1632442.4,1708573.27,1735195.2,1759994.28,1781055.99,1799457.45,1814413.9,1826587.95,1837345.81,1846381.33
TRAFFORD,1039859.53,1070182.56,1105994.18,1201747.06,1276041.42,1309587.11,1338719.93,1372488.15,1402135.18,1434217.39,1466390.77,1499427.04,1538678.55,1575156.25,1609717.4,1644175.42,1677084.94,1712842.7,1745394.3,1773842.0,1800126.76,1824035.32,1871582.48,1888671.09,1989790.68,2001971.49,2015548.69,2027898.53
WARRINGTON,105176.83,109446.12,111227.63,114092.96,117107.17,120397.84,123740.23,127652.07,131342.48,135262.55,139361.58,143674.36,148116.71,152678.95,157288.85,162318.62,166793.67,171176.6,175283.39,179117.73,182647.54,185831.51,188486.52,190750.64,192716.1,194394.43,195810.43,196921.22
WEST LANCASHIRE,378180.66,388163.82,396885.34,403352.76,411381.3,421320.74,433081.68,446467.38,458264.5,470710.56,483468.8,496739.54,510347.64,524267.8,538045.89,551485.0,564472.99,580008.68,591882.09,602842.34,612918.81,621929.21,630012.56,636413.23,642552.44,648521.31,652356.34,655350.16
WIGAN,1320875.55,1356698.68,1384173.11,1427042.49,1474622.3,1509895.71,1550291.45,1597375.68,1639875.79,1684774.8,1730933.58,1778781.03,1828415.24,1878511.32,1928425.18,1977237.42,2024530.13,2077022.71,2120517.04,2160870.1,2197933.54,2231467.03,2260068.31,2283792.26,2305015.4,2323876.13,2339212.9,2352377.18
WYRE,448403.71,463140.0,476845.3,486331.3,498755.38,514368.82,531575.01,550209.55,565395.51,580974.24,596972.56,613508.36,630377.18,647874.49,665002.1,681723.13,697604.15,715110.52,729731.25,743308.26,756080.92,767627.8,779142.57,787568.2,797181.44,808247.49,813430.27,817701.17
