Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PRESTON,56.91,67.58,85.43,108.1,135.07,166.65,191.05,209.45,222.46,231.2,236.7,241.54,246.88,252.16,257.93,262.87,267.98,273.25,278.54,283.84,289.14,294.32,299.44,304.5,309.44,314.32,319.11,322.7
RIBBLE VALLEY,0.0,1.1,2.94,5.31,8.14,11.46,14.06,16.09,17.59,18.67,19.43,20.12,20.88,21.6,22.39,23.09,23.81,24.55,25.3,26.05,26.82,27.54,28.25,28.94,29.58,30.21,30.8,31.25
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03
ROCHDALE,18.63,20.62,23.98,28.29,33.48,39.55,44.33,48.09,50.9,52.96,54.43,55.79,57.26,58.67,60.19,61.57,62.96,64.41,65.86,67.32,68.81,70.22,71.59,72.93,74.15,75.34,76.45,77.31
ROSSENDALE,8.28,41.24,96.33,166.23,249.3,346.59,421.53,477.77,517.21,543.38,559.46,573.45,588.92,604.28,621.08,635.29,650.06,665.25,680.49,695.74,710.91,725.87,740.69,755.38,769.87,784.22,798.42,808.99
SALFORD,0.0,2.36,6.33,11.44,17.58,24.76,30.43,34.88,38.21,40.66,42.41,44.03,45.8,47.48,49.3,50.95,52.63,54.37,56.11,57.87,59.66,61.35,63.0,64.61,66.08,67.51,68.84,69.88
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,0.0,1.77,4.75,8.59,13.2,18.6,22.87,26.23,28.76,30.64,31.99,33.26,34.65,35.98,37.41,38.73,40.07,41.45,42.85,44.25,45.69,47.04,48.35,49.64,50.81,51.95,53.0,53.84
SOUTH RIBBLE,51.64,53.03,56.3,60.24,64.79,69.96,74.22,76.85,78.8,80.23,81.23,82.16,83.16,84.1,85.13,86.06,86.99,87.96,88.93,89.9,90.9,91.84,92.75,93.65,94.47,95.27,96.01,96.59
ST HELENS,0.0,0.44,2.19,4.15,6.31,8.66,10.73,11.57,12.19,12.65,12.98,13.28,13.61,13.92,14.26,14.56,14.87,15.19,15.51,15.84,16.17,16.48,16.78,17.08,17.35,17.61,17.86,18.05
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,0.0,3.23,8.67,15.67,24.07,33.9,41.65,47.72,52.24,55.54,57.87,60.02,62.34,64.56,66.95,69.11,71.3,73.57,75.84,78.12,80.45,82.64,84.78,86.89,88.8,90.68,92.43,93.78
TAMESIDE,0.0,3.33,9.86,18.01,27.6,38.65,47.55,53.79,58.43,61.79,64.14,66.28,68.6,70.79,73.17,75.29,77.44,79.67,81.89,84.11,86.4,88.53,90.63,92.69,94.57,96.42,98.13,99.44
TRAFFORD,51.64,52.61,54.25,56.36,58.9,61.88,64.24,66.13,67.58,68.69,69.54,70.35,71.25,72.13,73.08,73.97,74.88,75.83,76.79,77.76,78.75,79.7,80.6,81.48,82.28,83.05,83.77,84.35
WARRINGTON,0.0,0.36,0.97,1.75,2.69,3.78,4.65,5.32,5.82,6.19,6.45,6.68,6.94,7.18,7.44,7.67,7.91,8.16,8.4,8.65,8.9,9.14,9.37,9.6,9.81,10.01,10.2,10.35
WEST LANCASHIRE,51.64,52.98,55.25,58.17,61.68,65.78,69.02,71.55,73.44,74.83,75.8,76.7,77.68,78.61,79.61,80.52,81.44,82.39,83.34,84.3,85.28,86.2,87.1,87.98,88.79,89.57,90.3,90.87
WIGAN,0.0,3.35,9.0,16.27,25.0,35.21,43.26,49.56,54.26,57.7,60.12,62.35,64.77,67.06,69.54,71.78,74.05,76.4,78.75,81.11,83.53,85.8,88.02,90.19,92.18,94.12,95.92,97.31
WYRE,0.0,1.21,5.63,10.64,16.17,22.24,27.54,29.83,31.54,32.81,33.72,34.57,35.49,36.38,37.33,38.2,39.09,40.01,40.93,41.86,42.8,43.7,44.56,45.41,46.18,46.94,47.64,48.19
