Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
COPELAND,369076.63,394278.27,408750.42,430900.06,456907.98,471636.69,490939.77,510875.29,530298.34,553347.38,573549.96,599382.38,641349.28,687726.39,716680.61,743931.66,770084.0,794791.61,811751.82,830529.9,841697.56,852258.88,866170.67,876067.82,885052.74,893858.73,900861.09,897528.5
CRAVEN,79711.06,84909.85,88328.12,91886.6,95762.74,98658.73,103705.57,107212.44,110831.03,116043.3,119636.5,124133.52,131976.96,140794.06,146591.1,152042.13,157098.42,164486.43,168155.15,171749.02,174407.01,176968.82,179743.37,182057.11,184198.52,186232.67,187927.51,187258.47
DERBYSHIRE DALES,62.06,68.2,71.28,73.36,75.87,78.44,81.08,84.62,88.93,91.6,94.21,97.24,103.19,107.58,111.97,115.83,119.32,122.68,125.52,128.01,130.17,132.22,134.22,136.13,137.8,139.27,140.52,140.22
EDEN,275243.14,294037.55,304830.33,321348.68,340744.38,351728.49,366123.98,380991.12,395476.08,412665.17,427731.48,446996.3,478293.6,512879.86,534472.81,554795.59,574299.0,592724.98,605373.25,619377.23,627705.64,635581.86,645956.74,653337.65,660038.26,666605.43,671827.52,669342.2
FYLDE,326892.6,355252.35,376805.2,390567.31,406792.49,427499.22,444320.9,459393.62,475191.4,495840.0,510669.77,529596.5,554782.25,579335.84,602166.46,623507.16,642480.48,664009.79,679285.15,692663.7,704789.78,716112.44,726985.15,737392.51,747304.28,756670.51,764832.37,763584.89
HIGH PEAK,384529.63,422581.64,441715.54,454746.88,470351.04,486316.24,502689.94,524617.65,551315.92,567873.86,584034.87,602793.07,639661.15,666895.45,694054.49,717986.43,739574.44,760424.76,778005.71,793404.12,806801.1,819517.32,831907.57,843758.65,854061.62,863195.93,870949.09,869094.95
HYNDBURN,370163.09,394436.56,411788.87,424292.59,437379.8,450301.98,476469.0,490274.08,505538.71,530337.2,544898.43,561869.54,593579.3,629191.12,654530.62,678633.43,699906.61,740370.51,757442.78,772341.17,786042.46,798963.75,810925.51,822330.45,833033.49,842973.93,851538.16,848687.42
LANCASTER,569675.17,609906.62,659283.38,690880.75,726119.64,762944.86,804875.94,857329.51,893575.35,924987.19,956428.11,991284.11,1042957.23,1092774.67,1483407.29,1530365.76,1558776.67,1580804.81,1605572.57,1633119.98,1649861.86,1672362.54,1689605.96,1702738.92,1719849.14,1727915.47,1731695.01,1724714.59
MANCHESTER,2092185.73,2277761.34,2403369.39,2525349.57,2626177.04,2718201.83,2816986.57,2914212.61,3019266.49,3113050.83,3205892.03,3330288.06,3483536.0,3635421.69,3776961.65,3893448.77,3993218.62,4099554.84,4188643.5,4258705.51,4320265.49,4378019.95,4436200.44,4488579.85,4536841.39,4581147.96,4618355.39,4610125.54
NORTHUMBERLAND,11.06,11.82,12.25,12.92,13.69,14.14,14.71,15.31,15.89,16.59,17.19,17.97,19.22,20.61,21.48,22.3,23.08,23.82,24.33,24.89,25.23,25.54,25.96,26.26,26.53,26.79,27.0,26.9
OLDHAM,909684.23,1002534.22,1058335.07,1103438.21,1151049.44,1187293.53,1223933.23,1265317.88,1309751.08,1348628.39,1386213.25,1429743.73,1498141.02,1561099.68,1620817.71,1675609.49,1724594.08,1768718.01,1808110.71,1842197.85,1872181.9,1900422.35,1927510.76,1953344.65,1977212.92,1999011.97,2017713.91,2015234.6
PENDLE,322764.09,343388.88,358701.23,369572.21,380090.79,391580.54,415286.62,427418.2,440755.03,462896.96,475497.93,490718.11,518943.73,550971.48,573629.62,594920.67,614138.19,650331.22,665384.3,678534.02,690276.53,701728.11,712327.72,722435.65,731926.39,740746.43,748354.32,745861.74
PRESTON,575273.79,631413.01,664231.73,696196.81,748008.58,777993.53,807109.12,839141.11,874764.72,907918.05,945291.45,976575.96,1026240.19,1069990.6,1112617.31,1158193.79,1192792.03,1224815.02,1251571.26,1274743.41,1302918.41,1321886.03,1339964.27,1357288.87,1373563.97,1388686.33,1401745.52,1398329.11
RIBBLE VALLEY,224867.72,241670.39,252865.08,261860.81,273326.63,282282.56,296888.44,306456.28,317058.59,331521.61,342014.2,352872.19,372178.27,392516.88,408272.81,423821.69,436916.51,458050.51,468446.64,477499.21,486591.24,494316.32,501525.72,508409.35,514871.19,520873.39,526048.0,524429.46
RICHMONDSHIRE,283.74,303.11,314.24,331.26,351.26,362.58,377.42,392.75,407.68,425.4,440.93,460.79,493.05,528.71,550.97,571.91,592.02,611.01,624.05,638.49,647.07,655.19,665.89,673.5,680.41,687.17,692.56,690.0
ROCHDALE,760713.56,832759.33,890752.0,944024.6,1001254.06,1057635.71,1118374.29,1173108.43,1230345.1,1286766.44,1342649.22,1404979.05,1491716.04,1576016.18,1656861.63,1732763.66,1806020.2,1852082.91,1893790.67,1930302.52,1962983.18,1994013.83,2023909.58,2052656.92,2079833.08,2105250.51,2127563.0,2124527.42
ROSSENDALE,308310.04,328491.53,343686.01,354804.55,365710.35,377545.92,400533.28,412874.28,426365.75,447795.4,460609.29,475942.37,503601.95,534637.39,557138.33,578285.88,597519.8,631285.84,645874.02,658622.48,670011.61,681099.67,691392.49,701215.11,710444.59,719028.56,726444.96,724118.61
SALFORD,947353.94,1009658.06,1052714.29,1124878.33,1190509.07,1231048.35,1274323.0,1320678.56,1375914.5,1431866.14,1493722.56,1546376.0,1628463.25,1704971.96,1803296.52,1864669.8,1918688.49,1970190.43,2013481.64,2050813.68,2083624.69,2114249.44,2143473.86,2171043.06,2196876.23,2220722.19,2241389.07,2238510.21
SEFTON,9.94,10.65,11.11,11.45,11.8,12.15,12.52,12.93,13.84,14.28,14.7,15.6,16.35,17.07,17.74,18.36,18.91,19.49,19.93,20.3,20.64,20.94,21.23,21.5,21.75,21.98,22.17,22.09
SOUTH LAKELAND,599486.1,640420.77,663927.7,699905.05,742149.35,766073.0,797426.72,829807.71,861356.31,898794.55,931609.31,973568.56,1041734.82,1117064.53,1164094.47,1208357.97,1250836.87,1290969.09,1318517.32,1349018.31,1367157.78,1384312.39,1406909.13,1422984.92,1437579.01,1451882.45,1463256.3,1457843.21
SOUTH RIBBLE,454387.41,496474.26,524246.39,546690.56,579196.01,605216.61,628390.44,651698.09,677004.45,704343.75,729782.21,755225.03,792519.43,826880.65,859663.52,892759.5,919649.92,947066.57,968245.84,986683.22,1006463.48,1021792.17,1036453.67,1050496.27,1063774.1,1076211.17,1086998.24,1084741.73
ST HELENS,219989.3,233252.91,242231.72,253218.63,264061.97,274469.88,283420.04,293338.81,306931.4,318483.7,329955.45,344839.59,363267.1,380931.19,397399.0,412564.66,426061.26,438389.41,449052.09,458181.49,466213.17,473726.76,480878.15,487573.45,493873.17,499757.28,504970.35,504224.15
STAFFORDSHIRE MOORLANDS,23.81,24.31,25.01,25.79,26.72,27.72,28.77,29.95,31.11,32.22,33.27,34.52,36.62,41.2,45.54,47.35,48.98,50.46,51.82,53.01,54.1,55.14,56.14,57.12,58.05,58.93,59.71,59.64
STOCKPORT,1185466.03,1299333.87,1436621.64,1608512.86,1684932.2,1772296.07,1829488.46,1899709.43,1962786.84,2012412.92,2068623.1,2137001.22,2237919.97,2324140.91,2396071.65,2470010.49,2528260.48,2584971.33,2633655.71,2675088.22,2711740.5,2746041.04,2789356.32,2820021.66,2848649.07,2876535.35,2898842.32,2892399.02
TAMESIDE,1004640.96,1104058.91,1153893.09,1187676.9,1228390.13,1270021.8,1312788.62,1370062.49,1439837.6,1483100.25,1525308.66,1574302.04,1670631.16,1741780.16,1812754.34,1875274.62,1931687.66,1986174.38,2032116.24,2072354.51,2107361.75,2140590.89,2172947.85,2203918.48,2230840.47,2254704.06,2274962.15,2270120.53
TRAFFORD,1039859.53,1131629.55,1193541.44,1305637.9,1396408.7,1442917.26,1492638.45,1536855.89,1602734.08,1675776.56,1766485.46,1823960.66,1913927.14,1999507.58,2158057.02,2215873.09,2265732.03,2319722.51,2362166.24,2396983.74,2427711.65,2456041.14,2483201.34,2508083.73,2531321.11,2552617.05,2570661.85,2567772.49
WARRINGTON,105176.83,115558.27,119224.07,122999.43,127068.73,131262.71,135323.72,140053.35,145494.85,151052.45,156610.6,162883.45,171919.69,180580.12,188638.92,196532.08,203205.89,209130.36,214373.53,218867.75,222875.88,226588.55,230152.96,233576.4,236838.15,239929.59,242601.81,242280.93
WEST LANCASHIRE,378180.66,407024.23,426905.21,440650.86,455523.53,472299.18,488064.96,504084.95,533477.03,552508.59,568799.88,599156.08,627956.69,655600.39,681446.05,705318.38,726521.92,749381.03,766455.14,781112.95,794128.25,806175.6,817734.99,828474.55,838591.81,848007.39,856060.29,853590.48
WIGAN,1320875.55,1420552.13,1484872.37,1557056.0,1628202.92,1685114.16,1742405.0,1804568.71,1895911.69,1960870.97,2022797.46,2116004.59,2220619.94,2320038.17,2412722.44,2497927.31,2573170.65,2647841.06,2708203.39,2760130.93,2805884.33,2848466.79,2889162.55,2927238.04,2962953.88,2996019.32,3024462.25,3017879.8
WYRE,448403.71,487280.97,516872.33,535742.89,557958.5,586377.66,609469.48,630166.82,651831.51,680156.35,700481.73,726450.03,760995.14,794681.69,826445.49,855714.27,881731.24,911255.66,932207.02,950564.45,967178.21,982715.49,997629.61,1011901.38,1025499.97,1038340.18,1049525.44,1047810.82
