Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
COPELAND,369076.63,384812.96,400212.28,439396.63,480754.4,503737.13,524291.46,556130.68,615207.46,643006.38,673779.05,700993.81,729786.27,756384.89,781462.89,804558.12,824735.51,842396.75,856423.53,867300.61,876405.54,883725.39,881507.97,878646.36,875099.85,871246.37,866850.97,861874.54
CRAVEN,79711.06,82889.75,85962.27,90909.63,97831.79,101483.39,105728.13,111789.3,120710.68,129175.34,135970.03,141514.56,148184.49,153630.18,158734.06,163445.5,167610.2,171257.77,174282.0,176778.84,178891.83,180659.8,180221.52,179657.71,178953.81,178182.98,177306.5,176301.62
DERBYSHIRE DALES,62.06,66.57,73.32,81.9,84.44,88.33,91.63,96.53,102.18,107.45,111.67,115.87,120.46,124.58,128.41,131.92,135.03,137.76,140.04,141.99,143.6,144.99,145.1,145.11,144.9,144.56,144.15,143.65
EDEN,275243.14,286978.69,298462.91,327685.09,358528.12,375667.75,390996.39,414740.85,458798.04,479529.4,502478.47,522774.19,544246.5,564082.73,582784.94,600008.47,615055.99,628227.07,638687.69,646799.4,653589.51,659048.37,657394.71,655260.63,652615.78,649742.0,646464.08,642752.85
FYLDE,326892.6,345534.79,376087.24,407228.67,423783.09,447390.72,466648.28,494899.03,530539.19,562644.69,585426.01,607820.58,632246.85,654689.96,675847.6,695335.53,712549.92,727684.14,740605.67,751877.92,761702.79,770222.77,770121.71,769312.89,767901.27,766151.09,763977.34,761251.53
HIGH PEAK,384529.63,412434.31,454288.23,507511.04,523329.18,547423.06,567895.16,598303.96,633273.39,665950.23,692040.24,718094.45,746522.93,772021.28,795765.47,817500.3,836765.12,853653.44,867782.24,879870.58,889837.61,898449.71,899081.88,899139.92,897848.12,895751.33,893225.05,890140.79
HYNDBURN,370163.09,384993.93,398875.78,409976.41,436018.98,449233.22,468424.49,494238.9,521198.67,568771.71,600733.92,625427.0,657794.86,682096.79,704755.31,725692.02,744365.59,760757.0,774793.54,786953.29,797328.64,806235.89,804429.3,802093.59,799132.1,795851.19,792121.64,787784.36
LANCASTER,569675.17,594569.49,624063.21,683450.6,739922.49,783334.06,826034.59,871975.38,924912.9,971479.45,1019020.44,1419276.81,1461388.63,1502245.19,1539863.27,1574526.52,1599483.02,1619301.21,1639372.14,1658412.67,1671106.6,1687972.33,1684124.65,1676237.34,1672109.79,1659536.0,1644293.34,1633600.75
MANCHESTER,2092185.73,2225425.87,2382128.81,2585582.61,2696747.03,2805843.4,2935158.95,3129821.06,3332719.85,3486677.59,3621869.68,3751453.31,3883690.65,4008181.62,4123627.64,4225812.51,4313808.21,4390095.97,4454546.39,4508204.26,4552685.64,4589815.99,4591189.39,4588303.18,4581479.95,4572409.41,4560951.02,4546826.9
NORTHUMBERLAND,11.06,11.53,12.0,13.17,14.41,15.1,15.71,16.67,18.44,19.27,20.2,21.01,21.87,22.67,23.42,24.12,24.72,25.25,25.67,26.0,26.27,26.49,26.42,26.34,26.23,26.11,25.98,25.83
OLDHAM,909684.23,977978.28,1049393.15,1127110.85,1175273.25,1218116.76,1266126.73,1333956.93,1403226.23,1468902.65,1529815.09,1591021.56,1653481.59,1712571.26,1767127.02,1815986.7,1858324.77,1894656.72,1925236.15,1950799.34,1971950.03,1989735.66,1991435.21,1991663.33,1990153.67,1987671.58,1984145.33,1979328.23
PENDLE,322764.09,335182.04,347194.65,356046.41,377548.47,388740.96,405954.24,428413.05,452221.17,494681.69,523162.27,545206.72,574189.85,595976.14,616335.23,635186.8,652081.86,666496.02,678902.88,689668.59,698865.85,706792.15,705212.61,703165.49,700571.87,697701.73,694439.51,690642.81
PRESTON,575273.79,614084.53,645851.63,693316.2,762782.68,806351.8,840176.34,894492.19,943644.6,995627.87,1042436.44,1084881.33,1129067.37,1169794.18,1207895.69,1242669.17,1273105.62,1300288.93,1322321.39,1341078.86,1357104.49,1370454.01,1368860.51,1366460.93,1362992.43,1358923.26,1354117.91,1348366.59
RIBBLE VALLEY,224867.72,235637.76,245208.91,255326.77,274386.08,284986.08,297091.13,314358.73,331546.34,357994.41,377091.1,392546.26,411525.96,426619.47,440706.68,453675.07,465177.07,475325.48,483876.8,491247.97,497539.76,502895.64,501933.76,500652.26,498979.84,497101.74,494946.75,492422.41
RICHMONDSHIRE,283.74,295.83,307.67,337.8,369.59,387.26,403.06,427.54,472.96,494.33,517.98,538.91,561.04,581.49,600.77,618.52,634.03,647.61,658.4,666.76,673.76,679.38,677.68,675.48,672.75,669.79,666.41,662.59
ROCHDALE,760713.56,808829.51,861321.04,920558.28,979621.39,1041205.83,1108415.41,1188686.12,1271149.9,1353134.72,1434067.59,1514017.47,1595355.59,1675380.11,1751991.15,1823145.87,1888453.13,1929529.56,1964699.47,1995008.29,2021229.55,2044069.62,2043995.81,2042571.06,2039633.68,2035899.68,2031140.15,2024991.35
ROSSENDALE,308310.04,320523.44,332506.28,341826.67,362694.31,374387.39,391637.99,413891.54,437427.91,477798.89,505545.5,527452.88,555658.53,577349.3,597678.71,616520.78,633463.48,647477.13,659537.94,670003.87,678959.11,686687.46,685248.9,683357.29,680936.84,678248.27,675181.69,671599.36
SALFORD,947353.94,986815.8,1035647.8,1124130.83,1201909.08,1244738.99,1301089.64,1384775.4,1464155.81,1552907.2,1626318.32,1698922.97,1774013.46,1844541.47,1908976.4,1965412.21,2014342.48,2056806.83,2093054.56,2123635.85,2149351.88,2171306.98,2173429.64,2173409.58,2171644.45,2169027.44,2164976.2,2159675.42
SEFTON,9.94,10.39,11.09,11.9,12.21,12.58,13.05,14.76,15.44,16.12,16.78,17.45,18.13,18.8,19.42,19.98,20.46,20.88,21.24,21.54,21.79,22.0,21.96,21.9,21.82,21.73,21.62,21.5
SOUTH LAKELAND,599486.1,625046.41,650059.31,713705.9,780882.77,818213.29,851599.42,903315.42,999273.02,1044426.42,1094410.05,1138614.61,1185381.8,1228585.59,1269319.44,1306832.7,1339606.56,1368293.47,1391076.97,1408744.46,1423533.48,1435423.01,1431821.29,1427173.21,1421412.66,1415153.51,1408014.12,1399930.97
SOUTH RIBBLE,454387.41,482869.4,515924.29,556071.23,596340.78,630021.86,656762.28,697999.49,741734.34,784428.92,818969.78,851397.09,885863.61,917586.67,947367.54,974660.75,998649.92,1019922.03,1037580.62,1052787.27,1065903.0,1077042.43,1076296.2,1074754.21,1072370.85,1069514.81,1066073.94,1061876.64
ST HELENS,219989.3,227645.99,235760.43,247373.94,257535.43,268467.85,279672.11,300629.29,317553.49,334379.74,350825.75,367159.48,384013.94,400498.19,415823.98,429749.49,442000.4,452664.71,461758.56,469419.69,475938.76,481599.48,481687.77,481238.43,480347.99,479210.47,477779.15,475997.06
STAFFORDSHIRE MOORLANDS,23.81,23.71,24.05,24.51,25.18,26.12,27.5,31.86,33.89,40.84,42.64,44.4,48.62,50.5,52.26,53.92,55.43,56.76,57.93,59.02,59.93,60.75,60.78,60.76,60.69,60.61,60.47,60.29
STOCKPORT,1185466.03,1268703.91,1387096.3,1606582.85,1704049.03,1790477.5,1858156.61,1995720.81,2108562.54,2186248.98,2257319.5,2327677.34,2402731.93,2472834.06,2537928.15,2596915.25,2647153.32,2691480.5,2728480.18,2760039.65,2786122.32,2807933.39,2806440.05,2802532.3,2796625.5,2789626.69,2781197.21,2771250.1
TAMESIDE,1004640.96,1077546.95,1186888.75,1325779.79,1367010.03,1429922.33,1483404.21,1562766.37,1654119.28,1739528.0,1807708.66,1875795.39,1950086.19,2016716.74,2078763.66,2135559.93,2185904.98,2230038.4,2266960.9,2298550.64,2324596.82,2347103.24,2348761.42,2348920.6,2345550.02,2340074.25,2333476.59,2325420.83
TRAFFORD,1039859.53,1105224.35,1202559.0,1370998.26,1502945.61,1555268.69,1625224.15,1735770.39,1830704.61,1951342.81,2028534.11,2104133.3,2183375.38,2255589.58,2320447.55,2373622.96,2419633.73,2459141.74,2493004.39,2521451.45,2545527.02,2565437.35,2569045.07,2569644.46,2568571.85,2567003.45,2563716.21,2559088.44
WARRINGTON,105176.83,112376.67,114615.84,117298.36,121204.06,125297.23,130139.57,137605.96,145654.57,153795.06,161884.06,169907.58,178138.48,186203.36,193732.22,200595.11,206701.39,212039.28,216564.69,220408.59,223755.3,226507.68,226518.94,226335.88,225944.86,225434.87,224777.86,223919.81
WEST LANCASHIRE,378180.66,396530.65,426111.98,458634.01,472582.3,490810.18,510032.75,564794.07,595506.73,625023.47,650606.73,676050.37,702809.75,728273.03,752120.8,773785.99,792689.32,809221.11,823271.65,835133.72,845285.78,853751.25,852867.23,850950.66,848332.51,845304.56,841790.47,837656.47
WIGAN,1320875.55,1385269.25,1459529.88,1562520.81,1631477.63,1691940.42,1764480.25,1921992.88,2027347.4,2127424.17,2222220.83,2316029.97,2412747.65,2505225.44,2590912.09,2668154.16,2734942.82,2793040.86,2842535.6,2884184.94,2919254.61,2948855.59,2947928.51,2943918.83,2937459.5,2929585.18,2919933.81,2908399.81
WYRE,448403.71,473953.62,515880.5,558619.3,581275.73,613657.73,640085.67,678823.76,727726.7,771764.6,803009.55,834187.49,867690.15,898475.25,927496.53,954228.22,977834.59,998584.77,1016307.83,1031771.84,1045245.92,1056939.21,1056799.04,1055683.47,1053747.25,1051336.49,1048342.23,1044597.73
