Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
PENDLE,322764.09,346209.2,362290.69,373573.7,384445.8,396195.32,413655.91,426380.55,438144.64,449832.75,477021.37,492371.31,535275.76,565619.45,588477.12,612976.19,631753.95,649161.51,663501.68,676139.06,686855.4,696787.2,706057.89,714806.62,722842.57,730130.43,736194.83,732664.03
PRESTON,575273.79,639169.26,678791.91,721306.89,782091.38,818040.7,846843.58,878185.17,911458.5,942568.08,985742.43,1017066.3,1075964.31,1122504.7,1164669.7,1204867.58,1238992.43,1269249.08,1295646.84,1318144.14,1337651.37,1355297.95,1371711.23,1387052.09,1401121.9,1413856.87,1424476.15,1419556.6
RIBBLE VALLEY,224867.72,243987.02,256454.97,267043.03,279864.65,289729.62,301303.9,311079.73,320653.27,329896.88,348144.89,359089.17,386607.48,406522.91,422309.06,438655.26,451508.34,463456.62,473465.22,482186.64,489627.69,496462.03,502828.17,508813.63,514303.73,519274.26,523405.4,521109.55
RICHMONDSHIRE,283.74,305.42,320.12,341.55,361.75,373.09,387.62,405.03,418.79,434.44,457.02,488.45,532.48,571.05,593.21,612.98,630.32,648.09,661.05,671.1,679.27,686.58,693.09,699.66,705.48,710.86,715.07,711.46
ROCHDALE,760713.56,842190.02,906219.6,968621.53,1029123.74,1088444.12,1151729.43,1206050.52,1260689.7,1314834.14,1369140.79,1430974.81,1520473.55,1605125.08,1686521.73,1762915.36,1833418.28,1879411.48,1920715.41,1956437.8,1987845.1,2017135.18,2044815.08,2070901.04,2095093.71,2117254.89,2136226.48,2131232.99
ROSSENDALE,308310.04,331230.38,347150.76,358715.27,370003.48,382127.31,399522.88,412352.51,424330.99,436241.67,462151.6,477553.32,518519.69,548030.72,570717.97,594770.38,613526.02,630347.77,644291.24,656566.53,667008.32,676694.7,685749.96,694300.79,702167.23,709314.24,715281.75,711966.47
SALFORD,947353.94,1018159.49,1072957.6,1159833.45,1228233.28,1273520.65,1322172.89,1373611.73,1432109.87,1490080.94,1555729.64,1644222.91,1761211.39,1847282.64,1921636.57,1986783.88,2041825.9,2090956.21,2134437.8,2171401.29,2203039.1,2231760.92,2258275.35,2281483.27,2302409.14,2320892.87,2336090.37,2331122.57
SEFTON,9.94,10.76,11.6,12.48,12.86,13.23,13.62,14.03,14.9,15.3,16.2,16.67,17.42,18.14,18.82,19.45,20.0,20.49,20.92,21.28,21.59,21.86,22.12,22.34,22.54,22.71,22.86,22.75
SOUTH LAKELAND,599486.1,645309.96,676348.87,721646.08,764320.08,788264.74,818983.69,855755.56,884825.96,917893.79,965603.1,1032000.64,1125034.59,1206525.04,1253342.82,1295118.93,1331750.95,1369308.18,1396694.72,1417920.46,1435173.04,1450634.73,1464389.71,1478254.24,1490550.64,1501922.84,1510827.55,1503188.57
SOUTH RIBBLE,454387.41,501870.05,541237.69,581186.32,618892.07,648310.0,671375.42,701068.02,724529.05,746691.44,775262.56,800718.97,843010.01,879732.35,915642.13,948183.77,974810.04,998673.44,1019548.11,1037455.09,1053093.76,1067428.55,1080871.09,1093445.51,1105114.23,1115824.2,1124856.67,1121318.63
ST HELENS,219989.3,234942.51,245930.54,259451.09,270995.54,281951.8,291228.71,301245.83,314103.23,324488.17,337213.98,349392.55,367524.67,385219.94,401906.13,417361.99,431129.85,443240.48,453964.97,462989.43,470730.35,477784.17,484331.59,490312.22,495822.95,500864.63,505217.73,503749.7
STAFFORDSHIRE MOORLANDS,23.81,24.31,25.0,25.77,26.69,27.68,28.71,29.86,31.09,32.11,35.53,36.87,38.91,51.87,53.7,57.8,59.4,60.81,62.13,63.29,64.32,65.3,66.24,67.15,68.01,68.82,69.53,69.39
STOCKPORT,1185466.03,1313293.58,1458120.92,1636581.31,1718035.49,1808750.74,1882536.35,1956857.64,2020690.7,2071730.62,2163496.06,2216851.54,2342465.51,2433347.95,2505748.02,2572088.51,2629334.06,2679450.38,2724167.14,2762465.74,2795289.22,2825034.62,2852440.8,2877507.13,2899161.66,2918805.78,2933388.68,2924717.71
TAMESIDE,1004640.96,1118654.57,1241169.82,1388115.42,1435853.86,1483015.78,1530456.83,1585796.86,1651860.63,1695005.01,1738590.13,1790667.81,1897704.89,1981082.35,2049810.2,2113510.16,2170322.67,2223587.59,2267257.89,2304855.29,2336638.16,2365986.7,2393345.24,2418592.36,2439657.62,2457485.92,2471341.47,2464469.77
TRAFFORD,1039859.53,1145803.7,1238996.18,1393177.15,1491012.62,1546528.09,1606751.06,1662621.74,1737889.77,1820602.92,1930880.94,2088458.06,2286948.61,2402137.97,2484823.94,2550553.94,2601371.35,2645625.76,2686594.9,2721333.55,2751202.24,2777821.7,2802157.25,2820649.65,2836804.61,2850438.05,2860771.09,2855005.28
WARRINGTON,105176.83,116909.44,120826.04,124536.69,128677.37,132868.14,136819.61,141320.26,146143.65,150994.73,155912.24,161762.31,170586.5,179199.74,187308.03,195235.44,201998.13,207977.7,213213.75,217617.58,221444.21,224897.79,228137.8,231187.9,234045.32,236711.55,238957.27,238241.22
WEST LANCASHIRE,378180.66,410942.38,445741.04,481459.62,497728.72,515499.04,531622.21,551814.27,579704.18,595203.02,624192.39,643471.28,672717.65,701127.59,729121.98,754220.8,775433.83,794355.32,811113.89,825250.78,837490.47,848516.8,858813.41,868048.67,876508.81,884140.27,890385.61,886811.57
WIGAN,1320875.55,1434626.98,1527131.69,1638338.93,1714248.09,1776402.25,1838777.88,1907752.77,1999012.41,2060182.55,2149010.94,2219993.91,2325902.58,2426670.55,2521803.46,2608611.55,2684097.34,2751681.22,2810816.91,2860773.01,2903511.49,2942170.73,2977953.7,3010202.49,3039444.13,3065499.64,3086822.86,3076948.81
WYRE,448403.71,491747.73,540046.74,586899.63,612029.17,642256.18,665413.23,700509.9,720362.25,739410.19,761126.44,787085.13,823883.35,860085.66,899013.64,932050.31,957936.85,981435.16,1002061.53,1019894.14,1035592.46,1050206.99,1064030.74,1076969.51,1089135.81,1100457.65,1110113.8,1107023.84
