Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
COPELAND,369076.63,396474.4,416935.16,459942.72,504523.57,528615.13,549600.18,583128.98,642831.18,671235.91,702976.91,731607.55,761665.79,789639.69,816446.08,841594.95,863841.31,883454.57,899093.29,911341.53,921583.07,929887.7,928354.58,926056.32,923177.38,920109.2,916608.73,912625.1
CRAVEN,79711.06,85339.99,89458.12,95199.03,102789.23,106660.74,110999.84,117455.13,126571.56,135216.65,142249.93,148087.18,155006.41,160695.34,166101.85,171179.68,175715.84,179717.74,183036.61,185792.91,188132.21,190111.26,189820.17,189386.81,188842.82,188262.9,187605.91,186845.75
DERBYSHIRE DALES,62.06,69.11,76.8,85.93,88.94,92.96,96.32,101.51,107.35,112.8,117.22,121.64,126.39,130.63,134.62,138.33,141.63,144.55,146.98,149.07,150.8,152.31,152.51,152.61,152.51,152.31,152.06,151.74
EDEN,275243.14,295675.34,310934.19,343007.57,376254.26,394220.81,409870.66,434875.14,479398.74,500581.9,524253.11,545604.74,568021.03,588882.88,608874.05,627629.11,644219.59,658846.41,670509.16,679643.43,687281.17,693474.44,692331.1,690617.15,688470.15,686182.02,683571.5,680600.66
FYLDE,326892.6,357753.3,393205.55,427945.95,448624.84,473588.18,493663.11,524269.44,561542.4,594975.9,619284.0,643285.26,669050.35,692662.4,715181.32,736282.15,755111.51,771781.5,785976.25,798390.27,809238.82,818730.62,819426.19,819350.98,818818.4,818091.73,817068.27,815601.57
HIGH PEAK,384529.63,428172.47,475818.9,532494.7,551182.51,576097.6,596906.53,629156.18,665318.0,699091.3,726441.91,753790.35,783212.77,809510.53,834222.83,857164.7,877649.5,895701.49,910772.47,923707.29,934438.54,943796.47,945009.07,945608.33,945013.03,943765.31,942224.08,940242.31
HYNDBURN,370163.09,396559.81,415198.92,429866.15,458993.64,473150.26,492770.89,520516.57,548605.63,597181.76,630350.92,656351.59,689794.31,715035.82,738850.15,761216.36,781348.96,799148.31,814363.54,827597.95,838955.79,848836.16,847712.81,846015.02,843852.79,841534.53,838917.15,835823.06
LANCASTER,569675.17,612186.93,656553.02,728836.05,797154.83,849032.63,899059.33,954173.97,1018595.67,1076697.03,1136615.56,1550191.35,1598262.38,1641569.25,1682301.1,1720634.73,1749308.6,1772662.39,1795725.47,1817337.05,1832182.68,1850909.89,1848396.14,1841625.17,1838743.94,1827575.05,1813890.22,1804895.12
MANCHESTER,2092185.73,2303900.0,2490118.05,2720341.98,2846311.08,2968340.06,3099240.8,3312091.0,3520668.72,3688754.41,3830152.09,3966274.86,4103676.89,4232449.82,4353101.41,4461724.73,4556171.93,4638590.8,4707987.09,4766032.37,4814406.2,4855235.11,4859596.01,4859452.7,4856122.22,4851278.96,4844696.12,4836006.13
NORTHUMBERLAND,11.06,11.88,12.5,13.79,15.12,15.84,16.47,17.48,19.27,20.12,21.07,21.93,22.83,23.67,24.47,25.23,25.89,26.48,26.95,27.32,27.62,27.87,27.83,27.76,27.67,27.58,27.47,27.35
OLDHAM,909684.23,1016372.57,1101556.07,1187154.44,1241777.72,1286285.91,1334767.84,1406473.89,1478041.51,1545907.33,1609542.41,1673729.54,1738636.53,1799829.64,1856933.95,1908911.47,1954396.47,1993727.66,2026767.4,2054529.62,2077645.17,2097296.98,2100533.07,2102177.83,2102411.47,2101992.17,2100810.24,2098580.29
PENDLE,322764.09,345035.81,361171.74,373141.46,397260.46,409266.7,426848.89,450990.84,475780.37,519131.22,548676.45,571868.21,601790.27,624393.81,645757.31,665852.18,684017.32,699658.92,713095.69,724803.61,734865.86,743653.02,742676.9,741195.42,739309.96,737292.13,735014.27,732317.73
PRESTON,575273.79,639785.86,680415.73,733533.23,809356.13,854340.1,888593.75,945699.59,996451.32,1049527.71,1097949.71,1142409.1,1188447.0,1230954.75,1271274.19,1308737.85,1341896.14,1371669.66,1395842.1,1416476.31,1434130.04,1448978.67,1448479.93,1447039.14,1444738.48,1442053.29,1438825.84,1434820.96
RIBBLE VALLEY,224867.72,243526.9,256152.13,268448.91,289556.73,300723.65,313062.9,331480.09,349336.3,376341.7,396142.27,412389.78,432042.71,447742.81,462579.25,476468.37,488907.44,499956.07,509257.84,517304.93,524204.86,530150.42,529607.26,528709.64,527514.46,526208.63,524712.44,522922.58
RICHMONDSHIRE,283.74,304.8,320.53,353.59,387.86,406.39,422.52,448.29,494.19,516.03,540.43,562.44,585.55,607.05,627.66,647.0,664.1,679.18,691.2,700.62,708.49,714.87,713.69,711.93,709.71,707.36,704.66,701.6
ROCHDALE,760713.56,840832.9,905490.5,972403.74,1037689.63,1100630.6,1167883.19,1251459.24,1335683.84,1419372.4,1502706.4,1585553.37,1669498.61,1751980.64,1831621.13,1906448.69,1975491.81,2020165.81,2058375.91,2091427.44,2120117.33,2145323.46,2147009.4,2147188.43,2146160.7,2144645.96,2142385.33,2138978.39
ROSSENDALE,308310.04,330131.47,346113.14,358428.07,381803.54,394261.42,411843.65,435691.37,460152.54,501364.94,530127.67,553138.83,582254.7,604743.47,626054.06,646108.6,664289.56,679499.78,692565.58,703950.13,713747.58,722312.02,721461.05,720119.06,718383.98,716518.18,714400.21,711876.76
SALFORD,947353.94,1013789.95,1074840.48,1192445.6,1277198.38,1341494.71,1397556.24,1504945.27,1586462.27,1697513.52,1773770.23,1849949.53,1928455.95,2002365.66,2070923.65,2132246.53,2185943.96,2232932.11,2272937.81,2306790.03,2335310.04,2359779.93,2363880.08,2365602.02,2365900.46,2365684.84,2364341.56,2362016.74
SEFTON,9.94,10.73,11.58,12.48,12.88,13.26,13.73,15.47,16.17,16.87,17.56,18.26,18.98,19.67,20.33,20.93,21.47,21.93,22.33,22.65,22.93,23.15,23.14,23.09,23.02,22.95,22.87,22.77
SOUTH LAKELAND,599486.1,643987.92,677222.05,747078.64,819490.71,858622.29,892708.03,947168.38,1044141.85,1090279.27,1141835.73,1188340.09,1237163.29,1282600.91,1326142.15,1366991.11,1403125.57,1434983.12,1460384.88,1480279.53,1496914.72,1510403.81,1507913.59,1504180.56,1499504.33,1494520.74,1488834.97,1482364.41
SOUTH RIBBLE,454387.41,501650.07,541618.46,586476.81,632093.53,667243.59,694688.29,738619.83,784079.11,828087.38,864291.17,898603.93,934715.68,967945.42,999542.46,1029014.21,1055196.77,1078555.5,1097940.83,1114677.83,1129142.3,1141542.23,1141771.9,1141107.48,1139783.79,1138171.92,1136138.97,1133491.01
ST HELENS,219989.3,233976.47,245012.06,258777.27,270641.39,281802.0,292775.9,314367.52,331562.08,348605.03,365513.71,382564.54,400172.1,417461.91,433818.9,448986.53,462488.06,474323.84,484363.97,492810.03,499956.66,506138.64,506582.64,506412.21,505874.6,505173.75,504257.38,503059.67
STAFFORDSHIRE MOORLANDS,23.81,23.94,24.6,25.41,26.39,27.41,28.84,33.42,35.6,42.7,44.64,46.53,50.83,52.75,54.56,56.3,57.87,59.27,60.48,61.61,62.56,63.41,63.48,63.48,63.46,63.43,63.37,63.28
STOCKPORT,1185466.03,1309819.16,1445000.69,1675674.99,1782340.95,1871247.09,1939922.22,2083474.73,2200338.67,2281759.54,2357017.29,2431521.6,2509600.39,2581971.18,2649790.66,2712222.58,2765934.27,2813571.65,2853209.79,2887158.85,2915425.98,2939396.66,2939646.45,2937370.88,2933591.76,2929193.21,2923775.07,2917190.02
TAMESIDE,1004640.96,1118678.86,1243156.05,1391066.96,1439793.5,1504851.26,1559213.12,1643383.77,1737850.84,1826123.11,1897596.36,1969063.89,2045951.49,2114671.0,2179247.76,2239198.12,2292731.09,2339905.28,2379289.88,2413091.57,2441134.69,2465589.89,2468764.58,2470337.82,2468786.9,2465529.35,2461505.17,2456329.7
TRAFFORD,1039859.53,1146791.91,1259428.35,1498245.18,1637348.23,1752540.97,1822512.86,1998175.35,2095011.09,2278726.77,2358297.44,2436837.39,2518739.77,2593490.68,2661550.9,2718640.08,2768589.23,2811798.66,2848628.23,2879585.85,2905735.64,2927442.25,2932429.04,2934197.77,2934622.25,2934891.93,2933750.52,2931537.11
WARRINGTON,105176.83,117178.45,121254.25,125066.27,129871.69,134119.5,138895.58,146739.75,154943.82,163200.6,171515.22,179878.05,188455.36,196885.36,204887.34,212325.38,219008.16,224880.22,229824.3,234003.27,237603.67,240552.85,240690.96,240596.26,240330.88,239989.04,239539.55,238923.86
WEST LANCASHIRE,378180.66,409961.08,445040.2,481394.81,498882.42,517997.16,537442.48,594046.73,625898.81,656388.56,683244.27,710174.62,738249.44,764934.97,790275.53,813738.58,834445.61,852676.91,868104.33,881152.24,892311.81,901682.31,901486.71,900166.88,898292.2,896158.54,893673.47,890684.94
WIGAN,1320875.55,1430780.85,1524060.11,1640111.5,1719932.36,1782774.1,1855644.09,2018989.63,2128286.37,2231914.24,2331282.77,2430431.81,2531962.81,2628987.84,2720180.6,2803990.35,2877172.34,2941316.38,2995764.19,3041711.18,3080461.52,3113389.09,3115041.28,3113307.52,3109636.09,3105080.51,3099227.43,3091909.23
WYRE,448403.71,490700.59,539356.31,587041.88,615363.94,649615.55,677174.46,719153.21,770309.84,816183.96,849538.07,882935.24,918280.14,950669.8,981559.68,1010505.2,1036328.25,1059186.4,1078657.14,1095688.35,1110567.47,1123594.48,1124547.67,1124438.92,1123708.96,1122702.59,1121286.6,1119269.64
