Local authority,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
CRAVEN,0.0,0.35,0.94,1.7,2.61,3.69,4.55,5.22,5.73,6.1,6.37,6.61,6.88,7.15,7.43,7.69,7.95,8.22,8.49,8.77,9.04,9.31,9.56,9.81,10.04,10.26,10.47,10.64
DERBYSHIRE DALES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01
EDEN,1.03,6.22,18.25,32.66,49.19,68.01,83.37,92.49,98.99,103.42,106.28,108.8,111.58,114.33,117.31,119.9,122.56,125.31,128.06,130.81,133.57,136.25,138.9,141.52,144.03,146.52,148.94,150.76
FYLDE,0.0,0.82,2.71,4.99,7.63,10.67,13.19,14.77,15.95,16.82,17.44,18.02,18.65,19.26,19.92,20.52,21.13,21.76,22.39,23.02,23.67,24.28,24.88,25.46,25.99,26.52,27.0,27.38
HIGH PEAK,31.04,31.76,32.97,34.53,36.41,38.63,40.4,41.79,42.84,43.61,44.18,44.7,45.28,45.84,46.44,47.0,47.56,48.15,48.73,49.32,49.92,50.49,51.04,51.58,52.08,52.56,53.01,53.36
HYNDBURN,0.0,0.62,1.67,3.03,4.65,6.58,8.12,9.33,10.26,10.95,11.46,11.93,12.46,12.98,13.54,14.05,14.58,15.12,15.67,16.22,16.78,17.31,17.83,18.33,18.79,19.24,19.65,19.98
LANCASTER,0.0,1.17,3.15,5.7,8.76,12.39,15.27,17.56,19.28,20.56,21.5,22.38,23.33,24.28,25.29,26.23,27.18,28.16,29.15,30.15,31.16,32.12,33.05,33.96,34.8,35.61,36.36,36.96
MANCHESTER,2.07,14.86,40.65,72.34,109.34,152.08,186.34,209.2,225.64,237.01,244.5,251.19,258.54,265.78,273.62,280.5,287.57,294.86,302.15,309.46,316.81,323.94,330.94,337.83,344.41,350.89,357.13,361.88
NORTHUMBERLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLDHAM,20.7,22.3,27.4,33.28,39.87,47.22,53.56,56.67,59.01,60.73,61.98,63.14,64.41,65.65,66.99,68.21,69.45,70.74,72.03,73.32,74.64,75.89,77.1,78.29,79.37,80.43,81.42,82.19
PENDLE,0.0,0.67,1.81,3.27,5.02,7.1,8.75,10.06,11.04,11.77,12.29,12.78,13.32,13.84,14.41,14.92,15.45,16.0,16.54,17.09,17.65,18.18,18.69,19.19,19.65,20.1,20.52,20.85
PRESTON,56.91,67.54,85.32,107.9,134.78,166.29,190.65,209.02,222.0,230.73,236.22,241.04,246.37,251.65,257.42,262.35,267.47,272.74,278.03,283.32,288.6,293.79,298.9,303.96,308.9,313.78,318.57,322.17
RIBBLE VALLEY,0.0,1.07,2.87,5.17,7.94,11.21,13.79,15.79,17.28,18.35,19.09,19.77,20.52,21.25,22.03,22.74,23.46,24.2,24.94,25.69,26.44,27.17,27.87,28.56,29.2,29.83,30.42,30.88
RICHMONDSHIRE,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03
ROCHDALE,18.63,20.55,23.8,27.98,33.02,38.97,43.69,47.4,50.18,52.2,53.65,54.99,56.44,57.85,59.37,60.75,62.15,63.6,65.04,66.48,67.96,69.36,70.72,72.06,73.28,74.48,75.59,76.46
ROSSENDALE,8.28,41.21,96.26,166.09,249.1,346.34,421.26,477.47,516.9,543.06,559.13,573.11,588.57,603.93,620.73,634.94,649.71,664.9,680.14,695.38,710.55,725.5,740.32,755.01,769.5,783.85,798.05,808.63
SALFORD,0.0,2.28,6.13,11.07,17.03,24.07,29.67,34.06,37.36,39.77,41.49,43.08,44.82,46.52,48.33,49.99,51.66,53.4,55.14,56.88,58.65,60.33,61.97,63.58,65.05,66.49,67.83,68.87
SEFTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOUTH LAKELAND,0.0,1.71,4.6,8.32,12.79,18.08,22.3,25.62,28.12,29.96,31.3,32.55,33.91,35.25,36.68,38.0,39.34,40.73,42.11,43.51,44.93,46.28,47.59,48.86,50.03,51.18,52.24,53.08
SOUTH RIBBLE,51.64,52.99,56.18,60.02,64.46,69.55,73.77,76.36,78.29,79.7,80.69,81.59,82.58,83.53,84.56,85.48,86.42,87.39,88.35,89.32,90.3,91.23,92.14,93.04,93.86,94.66,95.41,95.99
ST HELENS,0.0,0.43,2.15,4.09,6.21,8.53,10.59,11.41,12.03,12.48,12.8,13.1,13.42,13.74,14.07,14.38,14.69,15.01,15.33,15.65,15.98,16.29,16.59,16.88,17.15,17.42,17.67,17.86
STAFFORDSHIRE MOORLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STOCKPORT,0.0,3.12,8.39,15.17,23.33,32.97,40.62,46.61,51.08,54.33,56.63,58.73,61.02,63.25,65.64,67.8,69.99,72.26,74.52,76.77,79.08,81.27,83.4,85.49,87.41,89.3,91.05,92.41
TAMESIDE,0.0,3.22,9.58,17.48,26.82,37.68,46.48,52.64,57.21,60.52,62.84,64.94,67.22,69.43,71.8,73.93,76.07,78.3,80.51,82.71,84.96,87.1,89.19,91.24,93.12,94.97,96.69,98.01
TRAFFORD,51.64,52.58,54.17,56.21,58.67,61.59,63.92,65.79,67.23,68.32,69.16,69.96,70.84,71.73,72.68,73.57,74.48,75.43,76.39,77.35,78.33,79.28,80.18,81.05,81.85,82.63,83.35,83.93
WARRINGTON,0.0,0.35,0.94,1.69,2.6,3.68,4.53,5.2,5.69,6.05,6.31,6.54,6.79,7.03,7.29,7.53,7.76,8.01,8.25,8.5,8.75,8.98,9.22,9.44,9.65,9.86,10.05,10.19
WEST LANCASHIRE,51.64,52.94,55.14,57.96,61.37,65.39,68.58,71.09,72.95,74.31,75.28,76.16,77.12,78.06,79.06,79.97,80.89,81.84,82.79,83.73,84.7,85.62,86.52,87.39,88.2,88.99,89.72,90.29
WIGAN,0.0,3.24,8.71,15.75,24.22,34.23,42.18,48.41,53.05,56.42,58.81,61.0,63.38,65.69,68.16,70.41,72.68,75.03,77.37,79.7,82.09,84.35,86.56,88.73,90.71,92.66,94.47,95.88
WYRE,0.0,1.17,5.53,10.45,15.89,21.89,27.15,29.41,31.1,32.35,33.25,34.08,34.99,35.88,36.84,37.71,38.59,39.51,40.43,41.35,42.28,43.17,44.04,44.88,45.66,46.41,47.12,47.67
